,date,open,high,low,close,volume,datetime,MACD,Trend,200EMA,STOCHRSIk,STOCHRSId,BandWidth,BuySignal,SellSignal
43,1660386900000,24535.27,24565.96,24527.82,24539.29,32.305757,2022-08-13 10:35:00,8.901181195123943,Below,24513.86036432648,39.135495767766635,32.237300053648255,0.5238146318796257,False,False
44,1660387200000,24538.04,24556.5,24480.0,24546.58,59.183555,2022-08-13 10:40:00,10.321968637741413,Below,24519.809388994392,52.96188927892809,41.194884151605784,0.49188178235642327,False,False
45,1660387500000,24536.78,24539.0,24520.0,24526.58,5.776385,2022-08-13 10:45:00,9.62684739535608,Below,24521.04040917723,51.22467433126882,47.77401979265449,0.39929275267415715,False,False
46,1660387800000,24520.97,24535.54,24475.31,24487.12,15.590507,2022-08-13 10:50:00,6.378121714919043,Below,24514.873062054095,40.596232485897225,48.260932032031356,0.33704770102348197,False,False
47,1660388100000,24490.3,24525.5,24489.54,24516.78,13.713621,2022-08-13 10:55:00,6.0956897062104645,Below,24515.21977804426,34.95545348510345,42.258786767423146,0.339010343490052,False,False
48,1660388400000,24514.46,24519.05,24490.0,24500.0,20.041095,2022-08-13 11:00:00,4.709693039314061,Below,24512.452545672575,32.7204902472044,36.09072540606834,0.33723847478931746,False,False
49,1660388700000,24492.97,24492.97,24459.45,24482.05,10.428995,2022-08-13 11:05:00,2.6192586500179473,Below,24506.92481009574,35.345209844107885,34.3403845254719,0.27749973196406497,False,False
50,1660389000000,24482.4,24483.11,24436.62,24442.11,11.728652,2022-08-13 11:10:00,-1.2124398791234086,Below,24495.14029916924,22.122834471531856,30.062844854281366,0.4058364564083321,False,True
51,1660389300000,24438.48,24478.32,24415.98,24467.47,29.362234,2022-08-13 11:15:00,-1.7646082257179039,Below,24490.109335683923,20.281240956839678,25.91642842415979,0.42200033447831087,False,True
52,1660389600000,24465.15,24465.15,24410.0,24432.8,10.786518,2022-08-13 11:20:00,-4.059237471684181,Below,24479.68945646866,11.485797220661857,17.963290883011112,0.40596209529534416,False,True
53,1660389900000,24440.49,24458.24,24379.87,24400.79,15.569055,2022-08-13 11:25:00,-7.146712386486474,Below,24465.344100747083,11.342307314661108,14.369781830720862,0.4622033132168144,False,True
54,1660390200000,24403.23,24422.63,24389.96,24404.82,10.97095,2022-08-13 11:30:00,-8.252999662547257,Below,24454.339718793068,2.2330258338011304,8.353710123041347,0.40406212533495944,False,True
55,1660390500000,24405.24,24406.07,24337.19,24362.18,16.239137,2022-08-13 11:35:00,-11.01908361629329,Below,24437.583406285237,1.4545957269323957,5.009976291798194,0.5748913897127118,False,True
56,1660390800000,24355.15,24368.85,24295.8,24344.72,60.117675,2022-08-13 11:40:00,-13.04844978499058,Below,24420.69915059701,1.4545957269323957,1.7140724292219556,0.5180018082209754,False,True
57,1660391100000,24355.85,24395.9,24351.23,24395.9,7.99931,2022-08-13 11:45:00,-10.099488289747669,Below,24416.19021412483,13.931749843757581,5.61364709920744,0.3916238311491456,False,True
58,1660391400000,24392.91,24456.84,24388.7,24413.26,19.196464,2022-08-13 11:50:00,-6.320091509080598,Below,24415.657447920312,35.14719082566793,16.84451213211928,0.4309065731911236,False,True
59,1660391700000,24419.16,24446.62,24407.8,24446.62,9.6416,2022-08-13 11:55:00,-1.1828288160544531,Below,24421.287002843892,66.75423613212395,38.6110589338498,0.5945990001298316,False,True
60,1660392000000,24446.23,24451.21,24422.82,24446.67,5.741294,2022-08-13 12:00:00,2.4131436496766483,Below,24425.90209323591,84.44317770440799,62.114868220733264,0.6199018525046815,True,False
61,1660392300000,24446.33,24462.23,24436.57,24462.23,8.889365,2022-08-13 12:05:00,5.8388703652841585,Below,24432.507167193013,96.56107005583097,82.58616129745427,0.40053444598219357,True,False
62,1660392600000,24458.45,24464.3,24409.64,24418.96,11.551438,2022-08-13 12:10:00,5.210606958710294,Below,24430.04404588519,88.04631995437926,89.68352257153937,0.30271393733792135,False,False
63,1660392900000,24418.2,24440.14,24411.17,24440.14,4.390406,2022-08-13 12:15:00,6.175488094109831,Below,24431.879673906067,85.1631790204052,89.9235230102051,0.22939002188570734,True,False
64,1660393200000,24432.66,24447.34,24401.14,24410.0,24.929729,2022-08-13 12:20:00,4.799143006907258,Below,24427.90155137769,73.82871359769906,82.34607085749447,0.3092558502659942,False,False
65,1660393500000,24408.08,24411.96,24325.22,24380.0,56.106763,2022-08-13 12:25:00,2.025509219499078,Below,24419.192178399928,66.66525692608998,75.2190498480647,0.45533400653705625,False,False
66,1660393800000,24375.36,24415.3,24343.88,24347.84,7.577549,2022-08-13 12:30:00,-1.620982287944404,Below,24406.219055054487,47.98746661026396,62.827145711350944,0.5281515593256981,False,False
67,1660394100000,24353.12,24392.19,24315.77,24388.0,18.649123,2022-08-13 12:35:00,-1.0044210000617113,Below,24402.906499590033,47.302119607737325,53.984947714697036,0.5051234524500352,False,False
68,1660394400000,24389.23,24430.12,24388.01,24424.81,8.538076,2022-08-13 12:40:00,2.0403181341867835,Below,24406.888954210026,61.698688901555236,52.32942503985212,0.43347839096977586,True,False
69,1660394700000,24423.54,24453.71,24422.57,24436.4,2.881823,2022-08-13 12:45:00,4.83325006508429,Below,24412.25459889911,84.64826955282548,64.54969268737263,0.5236539004009939,True,False
70,1660395000000,24442.83,24485.56,24441.09,24466.29,16.057922,2022-08-13 12:50:00,8.478791305612894,Below,24422.07921728109,96.66808197805823,81.00501347747958,0.6714679739653704,True,False
71,1660395300000,24466.99,24468.54,24450.66,24450.66,3.220046,2022-08-13 12:55:00,9.543321310384947,Below,24427.275723229985,95.31379040704057,92.21004731264138,0.434589425572542,True,False
72,1660395600000,24455.99,24462.82,24424.79,24448.6,7.724379,2022-08-13 13:00:00,9.778573591505662,Below,24431.152864460895,90.68628148451053,94.22271795653639,0.2289931238294303,True,False
73,1660395900000,24448.48,24471.31,24446.35,24471.31,3.97977,2022-08-13 13:05:00,11.040194533450848,Below,24438.45416183164,90.68628148451053,92.22878445868714,0.20672185258369605,True,False
74,1660396200000,24472.06,24475.4,24443.06,24462.23,6.693736,2022-08-13 13:10:00,10.825060844123247,Below,24442.77704149861,92.26004053458281,91.21086783453455,0.14433314195946897,True,False
75,1660396500000,24464.99,24470.93,24430.0,24468.43,11.49577,2022-08-13 13:15:00,10.646065024676641,Below,24447.44121577159,96.15045611061798,93.03225937657038,0.1500293560590893,True,False
76,1660396800000,24471.03,24506.29,24467.21,24479.29,21.214722,2022-08-13 13:20:00,10.772228756322406,Above,24453.231903813117,96.15045611061798,94.8536509186062,0.16795913363584547,True,False
77,1660397100000,24480.95,24498.01,24472.31,24485.94,6.956282,2022-08-13 13:25:00,10.789822418370374,Above,24459.17883039255,98.93891413768354,97.07994211963978,0.1359176592701587,True,False
78,1660397400000,24479.67,24485.35,24443.33,24459.99,9.052778,2022-08-13 13:30:00,8.633396147008453,Above,24459.32631577572,91.63588719184376,95.5750858133817,0.162886264417261,True,False
79,1660397700000,24459.99,24512.25,24456.07,24500.96,10.653099,2022-08-13 13:35:00,9.478380534120014,Above,24466.896076543773,91.63588719184376,94.07022950712364,0.23150224749291562,True,False
80,1660398000000,24503.0,24535.12,24496.0,24525.56,12.176714,2022-08-13 13:40:00,11.093997193921421,Above,24477.562244444904,91.63588719184376,91.63588719184372,0.359014585238716,True,False
81,1660398300000,24524.68,24531.38,24456.9,24466.48,19.814332,2022-08-13 13:45:00,7.742390365679544,Above,24475.547290909464,73.17817572431504,85.48331670266748,0.38864170272848475,False,False
82,1660398600000,24466.89,24492.13,24453.74,24467.1,17.731992,2022-08-13 13:50:00,5.245388910597492,Above,24474.011419835017,42.87016277778534,69.22807523131468,0.4122616800849418,False,False
83,1660398900000,24472.39,24487.9,24426.2,24464.9,23.583569,2022-08-13 13:55:00,3.22301337499319,Above,24472.35479804683,9.536829444452005,41.86172264885075,0.3979711848456224,False,False
84,1660399200000,24475.59,24475.59,24450.0,24461.18,7.879527,2022-08-13 14:00:00,1.4997916896555266,Above,24470.32301658377,3.0253203868035983,18.477437536346937,0.39784427858067095,False,False
85,1660399500000,24460.0,24497.67,24460.0,24495.42,10.852808,2022-08-13 14:05:00,2.4735081602019378,Above,24474.886104477628,16.818954384425055,9.793701405226841,0.2022688629787702,False,False
86,1660399800000,24495.01,24514.57,24473.22,24503.66,19.757466,2022-08-13 14:10:00,3.4216725074110226,Above,24480.11772184533,37.387087587879456,19.077120786369324,0.2862413926020334,False,False
87,1660400100000,24506.11,24523.0,24490.0,24513.56,21.082691,2022-08-13 14:15:00,4.402255575053189,Above,24486.19813605527,62.497330593626224,38.90112418864353,0.34312209457743176,False,False
88,1660400400000,24515.87,24547.73,24489.82,24503.18,46.220609,2022-08-13 14:20:00,4.047498430705094,Above,24489.285747681584,64.07547224148756,54.65329680766437,0.294797877306973,True,False
89,1660400700000,24498.14,24500.57,24475.0,24491.46,11.551414,2022-08-13 14:25:00,2.779632129864595,Above,24489.68106628493,54.414631489749446,60.329144774954365,0.12447957081019784,True,False
90,1660401000000,24494.96,24494.96,24470.0,24488.52,13.022713,2022-08-13 14:30:00,1.5598940905721186,Above,24489.469963324034,38.30318256740964,52.2644287662155,0.14821615534920413,False,False
91,1660401300000,24492.24,24527.46,24491.15,24524.45,10.599762,2022-08-13 14:35:00,2.911299875185877,Above,24495.829969992392,47.83413326268448,46.85064910661447,0.21984064260270303,False,False
92,1660401600000,24521.98,24521.98,24436.33,24445.56,23.811475,2022-08-13 14:40:00,-1.530773727876884,Above,24486.68997544832,36.92684081096818,41.021385547020714,0.42198912565758423,False,True
93,1660401900000,24445.38,24485.5,24441.19,24483.99,16.554074,2022-08-13 14:45:00,-1.8806498722861935,Above,24486.19907082135,40.659853051957185,41.80694237520323,0.4100676602266887,False,True
94,1660402200000,24483.99,24510.49,24480.0,24497.69,31.30072,2022-08-13 14:50:00,-1.2211992877521851,Above,24488.28833067201,31.742462960316782,36.44305227441399,0.4158081741462182,False,True
95,1660402500000,24497.69,24498.62,24463.53,24479.58,22.415319,2022-08-13 14:55:00,-1.9909482785990242,Above,24486.704997822555,43.90063130499194,38.767649105755254,0.4193781437031998,False,True
96,1660402800000,24479.3,24538.78,24466.71,24522.6,19.353951,2022-08-13 15:00:00,0.2895712019815697,Above,24493.231361854814,57.642939660765826,44.428677975358134,0.41047117173457015,False,False
97,1660403100000,24536.4,24584.64,24536.4,24580.0,38.939502,2022-08-13 15:05:00,5.279429281735654,Above,24509.00747788121,71.96561635817828,57.8363957746453,0.6006173486107502,True,False
98,1660403400000,24579.09,24611.11,24500.17,24500.17,29.567159,2022-08-13 15:10:00,2.936140808001399,Above,24507.400663720986,71.59645127173206,67.06833576355866,0.5676338350823265,False,False
99,1660403700000,24506.97,24548.38,24506.97,24509.32,30.582164,2022-08-13 15:15:00,1.7912208627655914,Above,24507.749633953536,58.91174446166969,67.49127069719329,0.5524729002872525,True,False
100,1660404000000,24509.32,24519.35,24475.49,24494.19,34.077782,2022-08-13 15:20:00,-0.09614174180771329,Above,24505.284245961982,35.67024668107831,55.39281413815996,0.5039611328374634,False,False
101,1660404300000,24491.6,24496.7,24462.58,24474.78,18.410736,2022-08-13 15:25:00,-2.6228348299687934,Above,24499.73801942344,29.309740482995796,41.29724387524788,0.587165580925317,False,True
102,1660404600000,24478.44,24505.5,24451.61,24463.5,19.0913,2022-08-13 15:30:00,-4.892978874540551,Above,24493.149288619177,18.262778200509636,27.747588454861198,0.2748060644575406,False,True
103,1660404900000,24468.78,24506.54,24460.0,24506.54,18.557613,2022-08-13 15:35:00,-3.4055906595485155,Above,24495.58396341569,21.871808300650116,23.148108994718466,0.2919738253346213,False,True
104,1660405200000,24503.42,24525.29,24480.33,24520.29,8.87735,2022-08-13 15:40:00,-1.5024827109991232,Above,24500.075970067384,33.36835625618604,24.500980919115218,0.33670872565188736,False,True
105,1660405500000,24518.33,24566.55,24503.3,24540.53,23.691429,2022-08-13 15:45:00,0.9790273495077102,Above,24507.43124823695,52.19937787308646,35.81318080997416,0.46515998219140575,False,False
106,1660405800000,24538.76,24551.82,24520.0,24528.75,11.965788,2022-08-13 15:50:00,1.6473107935936753,Above,24511.30738492114,55.217188881505585,46.92830767025932,0.4345330487840148,False,False
107,1660406100000,24523.6,24550.97,24523.6,24528.47,5.034512,2022-08-13 15:55:00,1.8742149795122938,Above,24514.427860390024,54.916888038299334,54.11115159763042,0.18310840783987956,True,False
108,1660406400000,24526.66,24577.8,24526.11,24550.67,19.473036,2022-08-13 16:00:00,3.2429258725414734,Above,24521.01734031911,56.12967087240863,55.42124926407114,0.1735146681387786,True,False
109,1660406700000,24550.71,24555.1,24514.92,24542.27,17.407164,2022-08-13 16:05:00,3.295337205562813,Above,24524.881460261087,59.07062656228811,56.705728490998645,0.1385983397057608,True,False
110,1660407000000,24544.1,24548.38,24521.02,24538.13,11.217937,2022-08-13 16:10:00,2.784322494439534,Above,24527.29028566816,60.513905392396815,58.57140094236448,0.13727685854009358,True,False
111,1660407300000,24545.3,24545.65,24518.67,24532.46,7.385569,2022-08-13 16:15:00,1.8429644299776875,Above,24528.230233728496,60.84286712427237,60.14246635965239,0.12615973861743074,True,False
112,1660407600000,24530.18,24543.0,24492.9,24497.57,11.817386,2022-08-13 16:20:00,-1.1877295914411405,Above,24522.65564577786,45.348537891999285,55.568436802889444,0.2986113967879572,False,False
113,1660407900000,24490.0,24512.25,24477.61,24492.24,17.004,2022-08-13 16:25:00,-3.479947706494695,Above,24517.1255283637,28.75400225970647,44.981802425326,0.3462169778703209,False,True
114,1660408200000,24492.7,24495.83,24467.8,24488.88,16.760114,2022-08-13 16:30:00,-5.055489266322796,Above,24511.989977752117,5.638790489199882,26.580443546968507,0.3432334871729978,False,True
115,1660408500000,24487.65,24553.27,24464.7,24521.53,39.591712,2022-08-13 16:35:00,-3.7896427969118474,Above,24513.72452725173,19.948413596913582,18.113735448606604,0.28208318397310833,False,True
116,1660408800000,24512.78,24532.26,24490.25,24495.86,19.894645,2022-08-13 16:40:00,-4.52243591258749,Above,24510.47643138778,22.98662413836729,16.191276074826877,0.1886299878525058,False,True
117,1660409100000,24493.26,24503.99,24476.14,24478.32,15.732866,2022-08-13 16:45:00,-5.940378221035434,Above,24504.629807499092,22.98662413836729,21.973887291216016,0.234055927395241,False,True
118,1660409400000,24485.16,24505.36,24477.28,24487.09,12.556128,2022-08-13 16:50:00,-6.020845832495084,Above,24501.440751590166,9.16133996051356,18.378196079082674,0.24007448375234108,False,True
119,1660409700000,24483.4,24495.58,24467.55,24490.87,11.239106,2022-08-13 16:55:00,-5.5635193868154715,Above,24499.51879675559,11.355099536626495,14.501021211835743,0.23800148932638748,False,True
120,1660410000000,24490.88,24527.3,24473.29,24519.42,18.778863,2022-08-13 17:00:00,-3.199643934073402,Above,24503.13719734548,32.73529267276029,17.750577389966747,0.22540064641489452,False,True
121,1660410300000,24516.95,24518.36,24475.05,24484.71,17.974148,2022-08-13 17:05:00,-3.7945115344079756,Above,24499.786797828117,32.427053880592354,25.505815363326345,0.23297819304196465,False,True
122,1660410600000,24490.78,24511.91,24466.6,24510.26,25.86854,2022-08-13 17:10:00,-2.358377136461583,Above,24501.69101640482,44.69327092759258,36.61853916031504,0.22559317145914637,False,True
123,1660410900000,24510.31,24528.92,24502.65,24515.68,11.104589,2022-08-13 17:15:00,-1.0038089253856575,Above,24504.23446796758,46.78304972393462,41.30112484403981,0.225918522253388,False,True
124,1660411200000,24518.19,24540.12,24511.42,24522.05,12.604942,2022-08-13 17:20:00,0.2915411402392334,Above,24507.47365560984,72.88485146239114,54.78705737130608,0.2195520243862152,False,False
125,1660411500000,24522.02,24548.38,24510.39,24531.3,11.310189,2022-08-13 17:25:00,1.6650004191965204,Above,24511.80571822623,87.24651026086563,68.9714704823971,0.2561050080957583,True,False
126,1660411800000,24525.81,24555.55,24518.52,24540.67,10.39622,2022-08-13 17:30:00,3.019281281817885,Above,24517.053769457823,97.10987166172315,85.74707779499327,0.177626559402808,True,False
127,1660412100000,24540.66,24566.13,24520.0,24560.82,29.01974,2022-08-13 17:35:00,4.971620707139075,Above,24525.01126592004,99.99999999999996,94.78546064086288,0.2577308074177342,True,False
128,1660412400000,24553.43,24583.1,24532.57,24567.84,16.941689,2022-08-13 17:40:00,6.347209539304714,Above,24532.798308480033,99.99999999999996,99.03662388724098,0.28264707953095386,True,False
129,1660412700000,24562.33,24572.46,24532.9,24535.85,13.416142,2022-08-13 17:45:00,4.785197993583482,Above,24533.35316148366,84.24632543010824,94.74877514336934,0.2345292316968858,True,False
130,1660413000000,24536.54,24570.74,24524.9,24561.79,12.631516,2022-08-13 17:50:00,5.149889498896244,Above,24538.523495759357,77.72706644791758,87.32446395934188,0.20658375085941183,True,False
131,1660413300000,24562.65,24585.47,24562.62,24582.29,5.657891,2022-08-13 17:55:00,6.34417768776907,Above,24546.481041984924,77.70391189535447,79.89243459112673,0.24489535584435868,True,False
132,1660413600000,24582.28,24582.29,24546.82,24572.5,18.423648,2022-08-13 18:00:00,6.04833774433002,Above,24551.211761624025,88.12112120651165,81.18403318326119,0.25423963512419595,True,False
133,1660413900000,24574.96,24600.0,24568.32,24579.62,25.69976,2022-08-13 18:05:00,5.899394084806641,Above,24556.3768958742,91.95732614152685,85.92745308113093,0.2743015461824663,True,False
134,1660414200000,24572.52,24602.79,24568.13,24583.9,11.860423,2022-08-13 18:10:00,5.655641965255093,Above,24561.381096624344,90.93218973026337,90.33687902610058,0.13207685679352846,True,False
135,1660414500000,24588.77,24589.33,24535.78,24553.67,13.521587,2022-08-13 18:15:00,3.150005698177761,Above,24559.979079056277,70.02367550634618,84.30439712604543,0.18024176392392946,False,False
136,1660414800000,24559.34,24566.5,24488.4,24501.65,34.752424,2022-08-13 18:20:00,-2.0397525338491658,Above,24549.373791955135,39.373396220188305,66.77642048559925,0.49091943134820476,False,False
137,1660415100000,24500.06,24522.0,24482.01,24516.24,36.665818,2022-08-13 18:25:00,-4.384267115715716,Above,24543.34946614511,12.642551420784395,40.679874382439586,0.5391225587753359,False,True
138,1660415400000,24512.42,24530.37,24450.11,24450.11,32.927195,2022-08-13 18:30:00,-9.96390396244051,Above,24526.396835936906,5.554197570102818,19.190048403691794,0.7456119175399372,False,True
139,1660415700000,24455.31,24484.69,24455.31,24478.2,15.0627,2022-08-13 18:35:00,-11.243148949106908,Above,24517.633774857466,12.899978654385876,10.365575881757652,0.5707840419054553,False,True
140,1660416000000,24482.93,24483.83,24416.34,24428.69,33.904632,2022-08-13 18:40:00,-14.686556795810292,Above,24501.462179428832,7.345781084283032,8.599985769590532,0.5263088911777161,False,True
141,1660416300000,24426.04,24457.52,24402.98,24452.22,30.953721,2022-08-13 18:45:00,-14.611195068132691,Above,24492.509055896317,12.986128579879585,11.077296106182787,0.4906687081171829,False,True
142,1660416600000,24444.33,24449.88,24419.35,24447.61,11.044211,2022-08-13 18:50:00,-14.09681451814776,Below,24484.345591187895,10.53483851603239,10.288916060064958,0.2587288020660325,False,True
143,1660416900000,24450.38,24488.77,24437.91,24462.04,12.363801,2022-08-13 18:55:00,-12.087012343089002,Below,24480.29002915373,18.984309073051364,14.168425389654402,0.2672392691550464,False,True
144,1660417200000,24462.0,24467.91,24440.91,24464.19,10.711858,2022-08-13 19:00:00,-10.001398181221443,Below,24477.362751125776,22.33402634636816,17.284391311817263,0.20777728938236587,False,True
145,1660417500000,24471.9,24480.0,24456.57,24470.23,9.524198,2022-08-13 19:05:00,-7.706551953639947,Below,24476.065887284727,28.21663318995068,23.178322869790023,0.1343910704029485,False,True
146,1660417800000,24468.36,24484.68,24440.0,24480.54,8.92197,2022-08-13 19:10:00,-5.110796536795512,Below,24476.879362323867,33.345907901329994,27.965522479216233,0.1761919573146022,False,True
147,1660418100000,24487.3,24487.3,24440.65,24462.23,7.000253,2022-08-13 19:15:00,-4.27732385727575,Below,24474.215841901343,33.75714493610541,31.773228675795313,0.1145378015689046,False,True
148,1660418400000,24462.21,24465.19,24440.01,24449.17,2.394596,2022-08-13 19:20:00,-4.2473162502067705,Below,24469.662052464737,32.46761904490847,33.19022396078124,0.1679159330907442,False,True
149,1660418700000,24443.71,24443.71,24336.68,24384.57,46.056614,2022-08-13 19:25:00,-8.001959933477558,Below,24454.19077019842,18.888873776510174,28.371212585841302,0.555826793743932,False,True
150,1660419000000,24379.71,24422.0,24359.01,24419.35,27.445614,2022-08-13 19:30:00,-7.5714875830019,Below,24447.856084707797,26.919391565367576,26.09196146226202,0.5534538878676379,False,True
151,1660419300000,24413.11,24484.0,24404.16,24484.0,22.925684,2022-08-13 19:35:00,-2.6169410836884275,Below,24454.427705670016,50.76515292587948,32.191139422585685,0.5675767237443243,False,True
152,1660419600000,24486.82,24502.46,24466.55,24476.0,26.207415,2022-08-13 19:40:00,0.2830931934672485,Below,24458.349941002736,81.92673887279022,53.20376112134571,0.6026503154156483,False,False
153,1660419900000,24473.66,24505.27,24472.89,24485.28,17.620965,2022-08-13 19:45:00,2.8454984275256585,Below,24463.246315365875,97.82825261357739,76.84004813741565,0.666439953619388,True,False
154,1660420200000,24485.28,24492.55,24420.0,24425.09,23.921644,2022-08-13 19:50:00,0.6220602298699554,Below,24456.308803481174,82.56194682363275,87.43897943666674,0.480784945708466,False,False
155,1660420500000,24425.54,24466.22,24405.35,24405.35,22.765071,2022-08-13 19:55:00,-1.9044889088756243,Below,24447.043566484597,65.2044789630021,81.8648928000707,0.5453606235541494,False,False
156,1660420800000,24404.79,24414.84,24376.01,24384.4,16.192204,2022-08-13 20:00:00,-4.561454890248697,Below,24435.65382712376,41.340090442108874,63.0355054095812,0.6443353151580131,False,False
157,1660421100000,24384.4,24392.89,24326.03,24390.75,26.821523,2022-08-13 20:05:00,-5.408262374205616,Below,24427.489494919435,34.89222996405832,47.14559978972306,0.595532366543753,False,True
158,1660421400000,24392.85,24409.0,24369.5,24394.17,26.168118,2022-08-13 20:10:00,-5.250765764048637,Below,24421.431404934083,33.91773214217546,36.71668418278084,0.2342639008317935,False,True
159,1660421700000,24394.63,24463.04,24378.69,24440.13,29.456816,2022-08-13 20:15:00,-1.7452760607525164,Below,24424.83114949152,52.264289076924776,40.358083727719475,0.32438044194154686,False,True
160,1660422000000,24440.13,24448.91,24412.25,24448.64,18.232468,2022-08-13 20:20:00,1.2889136163252388,Below,24429.160031402153,70.97700039597224,52.38634053835745,0.44358131142335006,True,False
161,1660422300000,24448.2,24475.0,24431.15,24452.02,23.477842,2022-08-13 20:25:00,3.538322020700736,Below,24433.316389329033,89.51569842322698,70.91899596537463,0.44194270770524613,True,False
162,1660422600000,24455.2,24471.9,24442.1,24467.87,8.313519,2022-08-13 20:30:00,5.965668737745968,Below,24439.59886399648,95.03353000937089,85.17540960952333,0.40716549510287525,True,False
163,1660422900000,24459.8,24475.0,24448.28,24469.18,7.975495,2022-08-13 20:35:00,7.435792418336106,Below,24444.977252360757,98.03498495831862,94.19473779697212,0.1844037430739735,True,False
164,1660423200000,24468.57,24498.45,24461.57,24476.75,17.919499,2022-08-13 20:40:00,8.61143183204198,Below,24450.754115567892,99.99999999999996,97.68950498922977,0.17575681153389838,True,False
165,1660423500000,24477.01,24490.78,24451.61,24485.25,11.080424,2022-08-13 20:45:00,9.58058848393742,Below,24457.026094555546,99.99999999999996,99.34499498610613,0.18001624749864348,True,False
166,1660423800000,24485.25,24514.0,24461.8,24504.18,36.270084,2022-08-13 20:50:00,11.01330308233303,Above,24465.59953190908,99.99999999999996,99.9999999999999,0.21737227469065953,True,False
167,1660424100000,24500.0,24512.25,24488.5,24493.96,19.020766,2022-08-13 20:55:00,10.77607510851698,Above,24470.755980652884,96.15547742571368,98.71849247523782,0.20177636049835765,True,False
168,1660424400000,24490.22,24515.0,24465.0,24507.54,30.500944,2022-08-13 21:00:00,10.998894908903416,Above,24477.44398417054,96.15547742571368,97.43698495047573,0.1876290657462555,True,False
169,1660424700000,24508.54,24508.54,24466.18,24487.76,27.974898,2022-08-13 21:05:00,9.34435718812278,Above,24479.31962341226,88.66189724342148,93.65761736494959,0.14372861385092373,True,False
170,1660425000000,24481.67,24512.73,24480.99,24507.42,4.580578,2022-08-13 21:10:00,9.095532725618428,Above,24484.42878279185,90.68065420743778,91.83267629219095,0.12969622657937604,True,False
171,1660425300000,24508.46,24514.9,24496.27,24506.31,3.124685,2022-08-13 21:15:00,8.394602453288531,Above,24488.4071859206,88.31145496631564,89.21800213905827,0.1338813074294084,True,False
172,1660425600000,24499.01,24505.66,24484.19,24497.85,3.01792,2022-08-13 21:20:00,6.958852115098617,Above,24490.124061207764,85.09742823383199,88.02984580252843,0.125759651676854,True,False
173,1660425900000,24502.44,24503.52,24477.41,24496.89,4.908308,2022-08-13 21:25:00,5.60056704769125,Above,24491.354231897258,73.81179058206973,82.40689126073907,0.11685916276428869,True,False
174,1660426200000,24498.42,24555.0,24491.96,24550.11,17.806614,2022-08-13 21:30:00,7.806915459409089,Above,24502.03709882503,76.18098982319187,78.3634028796978,0.32093222730738036,True,False
175,1660426500000,24546.31,24550.21,24470.0,24475.2,16.897825,2022-08-13 21:35:00,3.937095843392676,Above,24497.15762631139,53.55526340463439,67.84934793663194,0.4025663262109856,False,False
176,1660426800000,24475.2,24527.45,24469.33,24522.71,10.040593,2022-08-13 21:40:00,4.265299128111513,Above,24501.80351243659,48.765112591342046,59.50045527305605,0.4186799509063037,True,False
177,1660427100000,24524.93,24527.38,24501.3,24505.0,8.063654,2022-08-13 21:45:00,3.0356273655935677,Above,24502.384691993575,24.444786338842892,42.25505411160639,0.4114595666063263,False,False
178,1660427400000,24500.09,24509.93,24483.87,24504.67,5.701225,2022-08-13 21:50:00,1.996203318594164,Above,24502.8002025402,33.33615803305706,35.51535232108062,0.4012563437066233,False,False
